numer_sta,date,t,u,pres,tend24
7015,20200221000000,276.450000,80,101710,390
7110,20200221000000,276.450000,89,101770,1050
7149,20200221000000,277.150000,89,101630,440
7190,20200221000000,280.150000,69,100570,-170
7481,20200221000000,282.250000,70,99890,50
7630,20200221000000,281.150000,70,101310,370
7690,20200221000000,282.150000,73,101970,90
7015,20200221030000,276.450000,80,101930,780
7110,20200221030000,278.350000,84,101770,1270
7149,20200221030000,276.650000,87,101800,750
7190,20200221030000,277.750000,73,100920,340
7481,20200221030000,280.350000,85,99980,240
7630,20200221030000,278.150000,91,101290,530
7690,20200221030000,281.050000,72,101890,-50
7015,20200221060000,276.350000,83,102070,1020
7110,20200221060000,279.650000,81,101780,1440
7149,20200221060000,275.450000,90,101910,940
7190,20200221060000,276.850000,76,101140,620
7481,20200221060000,280.050000,77,100140,510
7630,20200221060000,277.150000,95,101320,700
7690,20200221060000,280.450000,72,101930,-100
7015,20200221090000,279.250000,80,102150,1150
7110,20200221090000,281.950000,73,101820,1480
7149,20200221090000,278.450000,84,102070,1120
7190,20200221090000,279.450000,72,101340,820
7481,20200221090000,280.050000,74,100350,690
7630,20200221090000,280.650000,89,101460,750
7690,20200221090000,284.050000,55,102090,-80
7015,20200221120000,281.650000,73,102200,1430
7110,20200221120000,283.350000,72,101850,1410
7149,20200221120000,282.550000,62,102090,1290
7190,20200221120000,283.550000,44,101340,1000
7481,20200221120000,282.550000,64,100260,730
7630,20200221120000,283.650000,91,101450,810
7690,20200221120000,288.250000,67,102090,-100
7015,20200221150000,282.450000,65,102080,1570
7110,20200221150000,283.550000,72,101700,790
7149,20200221150000,282.750000,55,101920,1290
7190,20200221150000,284.250000,40,101200,1030
7481,20200221150000,283.250000,46,100170,810
7630,20200221150000,285.050000,75,101350,750
7690,20200221150000,287.550000,71,102130,0
7015,20200221180000,281.650000,70,102030,1190
7110,20200221180000,282.250000,77,101690,370
7149,20200221180000,280.950000,68,101930,1200
7190,20200221180000,278.950000,66,101220,1170
7481,20200221180000,280.650000,54,100200,770
7630,20200221180000,283.150000,72,101340,540
7690,20200221180000,286.150000,79,102230,70
7015,20200221210000,280.150000,75,101940,580
7110,20200221210000,282.150000,85,101600,10
7149,20200221210000,279.450000,78,101920,610
7190,20200221210000,277.050000,74,101280,1180
7481,20200221210000,277.650000,65,100240,480
7630,20200221210000,279.350000,86,101390,300
7690,20200221210000,283.250000,83,102380,250
7015,20200222000000,279.150000,80,101830,120
7110,20200222000000,282.250000,87,101560,-210
7149,20200222000000,277.750000,82,101840,210
7190,20200222000000,275.550000,79,101210,640
7481,20200222000000,276.250000,72,100300,410
7630,20200222000000,276.950000,94,101400,90
7690,20200222000000,282.650000,81,102470,500
7015,20200222030000,278.450000,82,101630,-300
7110,20200222030000,282.250000,89,101320,-450
7149,20200222030000,277.850000,83,101760,-40
7190,20200222030000,272.750000,88,101170,250
7481,20200222030000,274.450000,83,100210,230
7630,20200222030000,276.150000,97,101280,-10
7690,20200222030000,281.950000,79,102510,620
7015,20200222060000,278.850000,76,101630,-440
7110,20200222060000,282.950000,84,101550,-230
7149,20200222060000,277.150000,86,101650,-260
7190,20200222060000,273.650000,89,101110,-30
7481,20200222060000,274.050000,83,100280,140
7630,20200222060000,274.650000,98,101390,70
7690,20200222060000,281.350000,71,102650,720
7015,20200222090000,279.950000,74,101590,-560
7110,20200222090000,283.550000,87,101560,-260
7149,20200222090000,280.250000,82,101720,-350
7190,20200222090000,278.350000,69,101210,-130
7481,20200222090000,278.150000,69,100430,80
7630,20200222090000,278.750000,94,101610,150
7690,20200222090000,286.350000,52,102850,760
7015,20200222120000,282.850000,79,101680,-520
7110,20200222120000,283.950000,96,101720,-130
7149,20200222120000,284.850000,69,101700,-390
7190,20200222120000,285.250000,49,100980,-360
7481,20200222120000,285.050000,52,100320,60
7630,20200222120000,287.650000,54,101600,150
7690,20200222120000,287.850000,72,102930,840
7015,20200222150000,284.050000,83,101650,-430
7110,20200222150000,284.450000,97,101660,-40
7149,20200222150000,285.750000,70,101680,-240
7190,20200222150000,286.650000,40,100800,-400
7481,20200222150000,287.650000,37,100250,80
7630,20200222150000,288.850000,52,101460,110
7690,20200222150000,287.950000,73,102830,700
7015,20200222180000,284.050000,81,101780,-250
7110,20200222180000,284.250000,98,101740,50
7149,20200222180000,285.850000,72,101750,-180
7190,20200222180000,285.950000,43,100960,-260
7481,20200222180000,284.750000,36,100340,140
7630,20200222180000,285.150000,65,101620,280
7690,20200222180000,286.350000,82,102910,680
7015,20200222210000,283.450000,83,101830,-110
7110,20200222210000,284.050000,99,101710,110
7149,20200222210000,284.850000,78,101800,-120
7190,20200222210000,285.350000,58,101130,-150
7481,20200222210000,282.950000,63,100440,200
7630,20200222210000,281.050000,81,101710,320
7690,20200222210000,283.450000,75,102920,540
7015,20200223000000,283.450000,79,101820,-10
7110,20200223000000,283.750000,99,101610,50
7149,20200223000000,283.550000,84,101790,-50
7190,20200223000000,282.250000,83,101070,-140
7481,20200223000000,279.350000,74,100420,120
7630,20200223000000,278.350000,91,101640,240
7690,20200223000000,282.050000,78,102840,370
7015,20200223030000,283.250000,84,101530,-100
7110,20200223030000,283.550000,99,101490,170
7149,20200223030000,282.850000,90,101540,-220
7190,20200223030000,281.850000,92,100990,-180
7481,20200223030000,279.850000,75,100240,30
7630,20200223030000,277.150000,93,101530,250
7690,20200223030000,281.650000,77,102660,150
7015,20200223060000,283.550000,95,101110,-520
7110,20200223060000,283.550000,99,101370,-180
7149,20200223060000,282.250000,94,101460,-190
7190,20200223060000,282.150000,86,100750,-360
7481,20200223060000,276.450000,87,100310,30
7630,20200223060000,276.150000,94,101550,160
7690,20200223060000,281.250000,75,102610,-40
7015,20200223090000,285.850000,87,101080,-510
7110,20200223090000,284.450000,97,101480,-80
7149,20200223090000,283.050000,92,101380,-340
7190,20200223090000,284.350000,74,100600,-610
7481,20200223090000,282.350000,67,100290,-140
7630,20200223090000,280.550000,88,101650,40
7690,20200223090000,284.050000,65,102610,-240
7015,20200223120000,285.450000,86,101050,-630
7110,20200223120000,285.150000,98,101540,-180
7149,20200223120000,284.650000,85,101350,-350
7190,20200223120000,286.750000,66,100420,-560
7481,20200223120000,289.350000,40,100180,-140
7630,20200223120000,286.050000,76,101590,-10
7690,20200223120000,286.750000,67,102500,-430
7015,20200223150000,285.750000,85,101170,-480
7110,20200223150000,285.350000,98,101490,-170
7149,20200223150000,285.750000,84,101310,-370
7190,20200223150000,288.650000,63,100370,-430
7481,20200223150000,293.250000,25,100000,-250
7630,20200223150000,288.850000,63,101420,-40
7690,20200223150000,287.750000,75,102260,-570
7015,20200223180000,282.550000,81,101590,-190
7110,20200223180000,284.750000,98,101560,-180
7149,20200223180000,285.350000,89,101450,-300
7190,20200223180000,288.050000,65,100460,-500
7481,20200223180000,288.950000,35,100040,-300
7630,20200223180000,286.050000,75,101430,-190
7690,20200223180000,286.850000,82,102210,-700
7015,20200223210000,281.250000,77,101870,40
7110,20200223210000,284.450000,99,101530,-180
7149,20200223210000,284.650000,96,101550,-250
7190,20200223210000,287.650000,70,100550,-580
7481,20200223210000,283.850000,53,100080,-360
7630,20200223210000,280.750000,91,101530,-180
7690,20200223210000,283.550000,85,102190,-730
7015,20200224000000,280.350000,75,101950,130
7110,20200224000000,284.150000,99,101470,-140
7149,20200224000000,284.250000,97,101560,-230
7190,20200224000000,286.450000,76,100670,-400
7481,20200224000000,282.150000,61,100080,-340
7630,20200224000000,278.750000,94,101410,-230
7690,20200224000000,282.550000,86,102120,-720
7015,20200224030000,279.750000,65,101840,310
7110,20200224030000,283.850000,98,101240,-250
7149,20200224030000,284.250000,95,101390,-150
7190,20200224030000,281.550000,96,100750,-240
7481,20200224030000,280.550000,71,99920,-320
7630,20200224030000,276.850000,95,101200,-330
7690,20200224030000,281.850000,85,101950,-710
7015,20200224060000,278.150000,91,101480,370
7110,20200224060000,283.550000,97,101040,-330
7149,20200224060000,283.850000,93,101220,-240
7190,20200224060000,279.750000,98,100730,-20
7481,20200224060000,279.750000,81,99850,-460
7630,20200224060000,274.650000,96,101120,-430
7690,20200224060000,281.450000,85,101930,-680
7015,20200224090000,282.250000,98,101000,-80
7110,20200224090000,283.250000,95,100860,-620
7149,20200224090000,283.850000,90,101070,-310
7190,20200224090000,281.150000,93,100520,-80
7481,20200224090000,284.050000,76,99760,-530
7630,20200224090000,278.850000,89,101090,-560
7690,20200224090000,286.350000,70,101940,-670
7015,20200224120000,284.750000,89,100810,-240
7110,20200224120000,283.650000,91,100670,-870
7149,20200224120000,284.550000,83,100810,-540
7190,20200224120000,287.850000,76,100170,-250
7481,20200224120000,289.150000,59,99540,-640
7630,20200224120000,286.050000,69,100800,-790
7690,20200224120000,288.250000,71,101860,-640
7015,20200224150000,285.350000,73,100420,-750
7110,20200224150000,283.650000,96,100410,-1080
7149,20200224150000,285.450000,72,100450,-860
7190,20200224150000,289.750000,60,99750,-620
7481,20200224150000,292.250000,50,99190,-810
7630,20200224150000,289.650000,61,100500,-920
7690,20200224150000,288.250000,75,101680,-580
7015,20200224180000,283.650000,90,100330,-1260
7110,20200224180000,284.050000,97,100290,-1270
7149,20200224180000,285.350000,71,100360,-1090
7190,20200224180000,286.250000,66,99510,-950
7481,20200224180000,289.050000,55,98970,-1070
7630,20200224180000,287.150000,61,100360,-1070
7690,20200224180000,287.050000,83,101610,-600
7015,20200224210000,284.050000,87,100180,-1690
7110,20200224210000,282.850000,97,100270,-1260
7149,20200224210000,283.450000,84,100290,-1260
7190,20200224210000,287.250000,60,99510,-1040
7481,20200224210000,286.350000,67,98890,-1190
7630,20200224210000,283.650000,73,100400,-1130
7690,20200224210000,286.550000,85,101550,-640
7015,20200225000000,283.050000,81,100100,-1850
7110,20200225000000,281.450000,91,100210,-1260
7149,20200225000000,282.650000,90,100050,-1510
7190,20200225000000,284.650000,70,99340,-1330
7481,20200225000000,281.550000,83,98740,-1340
7630,20200225000000,280.750000,85,100380,-1030
7690,20200225000000,285.650000,87,101400,-720
7015,20200225030000,281.650000,69,100000,-1840
7110,20200225030000,281.250000,87,100090,-1150
7149,20200225030000,282.350000,95,99820,-1570
7190,20200225030000,281.350000,79,99180,-1570
7481,20200225030000,279.750000,87,98540,-1380
7630,20200225030000,280.550000,84,100250,-950
7690,20200225030000,284.550000,90,101160,-790
7015,20200225060000,279.950000,77,99890,-1590
7110,20200225060000,280.250000,87,100000,-1040
7149,20200225060000,281.250000,85,99800,-1420
7190,20200225060000,281.550000,82,99070,-1660
7481,20200225060000,278.150000,92,98600,-1250
7630,20200225060000,280.850000,83,100230,-890
7690,20200225060000,283.750000,81,101020,-910
7015,20200225090000,280.950000,75,99870,-1130
7110,20200225090000,281.350000,81,99930,-930
7149,20200225090000,282.150000,74,99770,-1300
7190,20200225090000,281.850000,86,98970,-1550
7481,20200225090000,279.550000,87,98580,-1180
7630,20200225090000,281.750000,80,100120,-970
7690,20200225090000,286.550000,69,100930,-1010
7015,20200225120000,282.650000,67,99680,-1130
7110,20200225120000,282.750000,66,99830,-840
7149,20200225120000,282.950000,70,99640,-1170
7190,20200225120000,282.450000,84,98820,-1350
7481,20200225120000,281.350000,85,98440,-1100
7630,20200225120000,287.050000,68,99940,-860
7690,20200225120000,286.550000,74,100710,-1150
7015,20200225150000,279.850000,81,99440,-980
7110,20200225150000,280.550000,78,99680,-730
7149,20200225150000,283.550000,60,99330,-1120
7190,20200225150000,282.250000,91,98630,-1120
7481,20200225150000,285.050000,69,98150,-1040
7630,20200225150000,286.950000,70,99710,-790
7690,20200225150000,286.650000,75,100420,-1260
7015,20200225180000,279.750000,71,99240,-1090
7110,20200225180000,278.950000,77,99750,-540
7149,20200225180000,279.650000,79,99250,-1110
7190,20200225180000,280.050000,82,98570,-940
7481,20200225180000,284.450000,69,98060,-910
7630,20200225180000,284.750000,81,99820,-540
7690,20200225180000,286.350000,82,100270,-1340
7015,20200225210000,277.650000,84,99060,-1120
7110,20200225210000,278.050000,86,99740,-530
7149,20200225210000,277.750000,82,99200,-1090
7190,20200225210000,280.250000,77,98380,-1130
7481,20200225210000,283.350000,51,98120,-770
7630,20200225210000,282.450000,79,99980,-420
7690,20200225210000,287.650000,52,100220,-1330
7015,20200226000000,277.450000,75,99080,-1020
7110,20200226000000,278.050000,77,99810,-400
7149,20200226000000,277.650000,76,99230,-820
7190,20200226000000,278.450000,86,98220,-1120
7481,20200226000000,280.950000,69,98150,-590
7630,20200226000000,281.750000,85,99940,-440
7690,20200226000000,286.750000,61,100070,-1330
7015,20200226030000,277.050000,76,99160,-840
7110,20200226030000,277.050000,79,99960,-130
7149,20200226030000,276.850000,81,99190,-630
7190,20200226030000,277.250000,75,98390,-790
7481,20200226030000,277.950000,86,98140,-400
7630,20200226030000,281.550000,85,99860,-390
7690,20200226030000,287.950000,28,99930,-1230
7015,20200226060000,275.650000,81,99310,-580
7110,20200226060000,278.550000,73,100060,60
7149,20200226060000,276.150000,81,99270,-530
7190,20200226060000,277.250000,68,98320,-750
7481,20200226060000,278.350000,78,98030,-570
7630,20200226060000,280.750000,88,99790,-440
7690,20200226060000,284.950000,52,99980,-1040
7015,20200226090000,277.650000,73,99640,-230
7110,20200226090000,280.150000,65,100300,370
7149,20200226090000,277.250000,84,99590,-180
7190,20200226090000,276.050000,88,98470,-500
7481,20200226090000,278.750000,74,98190,-390
7630,20200226090000,280.650000,86,100000,-120
7690,20200226090000,287.850000,30,100090,-840
7015,20200226120000,278.750000,67,99860,180
7110,20200226120000,281.350000,62,100430,600
7149,20200226120000,278.350000,82,99810,170
7190,20200226120000,278.850000,63,98690,-130
7481,20200226120000,279.750000,52,98290,-150
7630,20200226120000,281.550000,82,100110,170
7690,20200226120000,288.150000,22,100040,-670
7015,20200226150000,279.650000,62,100030,590
7110,20200226150000,281.150000,61,100340,660
7149,20200226150000,279.550000,74,99930,600
7190,20200226150000,279.550000,65,98860,230
7481,20200226150000,281.150000,47,98390,240
7630,20200226150000,280.250000,91,100110,400
7690,20200226150000,286.050000,29,100180,-240
7015,20200226180000,277.850000,78,100200,960
7110,20200226180000,279.950000,79,100220,470
7149,20200226180000,279.350000,67,100110,860
7190,20200226180000,275.250000,89,99150,580
7481,20200226180000,278.350000,64,98620,560
7630,20200226180000,280.350000,85,100230,410
7690,20200226180000,283.450000,36,100610,340
7015,20200226210000,276.050000,82,100290,1230
7110,20200226210000,279.850000,89,99920,180
7149,20200226210000,276.750000,82,100180,980
7190,20200226210000,275.950000,83,99320,940
7481,20200226210000,276.450000,84,98820,700
7630,20200226210000,280.050000,88,100290,310
7690,20200226210000,282.350000,39,100890,670
7015,20200227000000,275.150000,84,100230,1150
7110,20200227000000,280.750000,97,99260,-550
7149,20200227000000,276.250000,83,100090,860
7190,20200227000000,274.950000,93,99360,1140
7481,20200227000000,275.850000,85,98830,680
7630,20200227000000,280.450000,89,100140,200
7690,20200227000000,280.550000,33,100890,820
7015,20200227030000,276.150000,85,99950,790
7110,20200227030000,284.150000,98,98650,-1310
7149,20200227030000,276.450000,86,99720,530
7190,20200227030000,276.150000,89,99320,930
7481,20200227030000,275.650000,79,98670,530
7630,20200227030000,278.650000,95,99860,0
7690,20200227030000,279.150000,35,100880,950
7015,20200227060000,276.250000,90,99530,220
7110,20200227060000,284.450000,94,98540,-1520
7149,20200227060000,276.650000,94,99080,-190
7190,20200227060000,275.150000,92,99150,830
7481,20200227060000,276.150000,74,98380,350
7630,20200227060000,279.350000,94,99640,-150
7690,20200227060000,278.750000,35,100900,920
7015,20200227090000,274.450000,94,98930,-710
7110,20200227090000,280.750000,88,99210,-1090
7149,20200227090000,278.550000,97,98290,-1300
7190,20200227090000,277.050000,83,98770,300
7481,20200227090000,278.150000,63,98090,-100
7630,20200227090000,280.750000,92,99620,-380
7690,20200227090000,282.150000,29,100990,900
7015,20200227120000,273.850000,95,98660,-1200
7110,20200227120000,282.150000,71,99800,-630
7149,20200227120000,285.550000,73,98070,-1740
7190,20200227120000,274.950000,95,98070,-620
7481,20200227120000,278.750000,74,97750,-540
7630,20200227120000,286.150000,68,99550,-560
7690,20200227120000,286.750000,47,100770,730
7015,20200227150000,276.450000,95,99360,-670
7110,20200227150000,282.850000,67,100170,-170
7149,20200227150000,280.150000,71,99230,-700
7190,20200227150000,277.450000,96,97370,-1490
7481,20200227150000,282.050000,73,97560,-830
7630,20200227150000,284.950000,83,99640,-470
7690,20200227150000,283.750000,74,100630,450
7015,20200227180000,277.650000,77,100130,-70
7110,20200227180000,279.450000,73,100450,230
7149,20200227180000,278.950000,66,100050,-60
7190,20200227180000,278.350000,72,97980,-1170
7481,20200227180000,281.650000,79,98180,-440
7630,20200227180000,284.150000,93,99870,-360
7690,20200227180000,283.850000,78,100320,-290
7015,20200227210000,276.450000,82,100660,370
7110,20200227210000,277.650000,89,100580,660
7149,20200227210000,277.250000,76,100510,330
7190,20200227210000,277.650000,73,99050,-270
7481,20200227210000,279.650000,65,98800,-20
7630,20200227210000,284.150000,88,100200,-90
7690,20200227210000,288.550000,48,100170,-720
7015,20200228000000,273.950000,85,100970,740
7110,20200228000000,278.350000,87,100520,1260
7149,20200228000000,275.750000,84,100760,670
7190,20200228000000,277.250000,71,99680,320
7481,20200228000000,277.250000,73,99120,290
7630,20200228000000,282.150000,87,100330,190
7690,20200228000000,288.650000,23,100250,-640
7015,20200228030000,273.450000,85,101100,1150
7110,20200228030000,279.950000,89,100220,1570
7149,20200228030000,274.950000,88,100830,1110
7190,20200228030000,276.150000,76,100010,690
7481,20200228030000,275.550000,78,99290,620
7630,20200228030000,281.750000,88,100340,480
7690,20200228030000,285.750000,62,100510,-370
7015,20200228060000,273.250000,87,101150,1620
7110,20200228060000,281.850000,97,99950,1410
7149,20200228060000,274.250000,93,100830,1750
7190,20200228060000,274.750000,87,100280,1130
7481,20200228060000,273.750000,88,99360,980
7630,20200228060000,280.750000,92,100410,770
7690,20200228060000,285.750000,66,101050,150
7015,20200228090000,276.050000,82,101070,2140
7110,20200228090000,284.450000,98,99870,660
7149,20200228090000,277.350000,80,100810,2520
7190,20200228090000,279.550000,67,100390,1620
7481,20200228090000,277.350000,74,99380,1290
7630,20200228090000,281.250000,96,100450,830
7690,20200228090000,287.650000,51,101420,430
7015,20200228120000,278.950000,74,100800,2140
7110,20200228120000,284.650000,97,99730,-70
7149,20200228120000,279.850000,70,100510,2440
7190,20200228120000,281.750000,55,100270,2200
7481,20200228120000,282.450000,48,99210,1460
7630,20200228120000,285.450000,89,100330,780
7690,20200228120000,287.450000,47,101530,760
7015,20200228150000,278.150000,85,100280,920
7110,20200228150000,284.750000,94,99460,-710
7149,20200228150000,280.450000,86,100160,930
7190,20200228150000,282.550000,47,99950,2580
7481,20200228150000,284.950000,45,98980,1420
7630,20200228150000,287.950000,77,100110,470
7690,20200228150000,287.550000,46,101570,940
7015,20200228180000,278.850000,95,99940,-190
7110,20200228180000,284.350000,94,99180,-1270
7149,20200228180000,282.150000,90,99890,-160
7190,20200228180000,280.950000,55,99730,1750
7481,20200228180000,283.550000,53,98900,720
7630,20200228180000,285.750000,85,99950,80
7690,20200228180000,285.450000,60,101630,1310
7015,20200228210000,281.350000,97,99750,-910
7110,20200228210000,284.150000,93,98840,-1740
7149,20200228210000,283.650000,91,99690,-820
7190,20200228210000,280.950000,55,99480,430
7481,20200228210000,281.850000,56,98740,-60
7630,20200228210000,283.350000,87,99720,-480
7690,20200228210000,282.650000,58,101690,1520
7015,20200229000000,283.250000,89,99460,-1510
7110,20200229000000,284.450000,86,98320,-2200
7149,20200229000000,284.050000,85,99470,-1290
7190,20200229000000,281.550000,56,99200,-480
7481,20200229000000,284.150000,37,98480,-640
7630,20200229000000,283.850000,84,99390,-940
7690,20200229000000,282.250000,57,101650,1400
7015,20200229030000,282.750000,83,99150,-1950
7110,20200229030000,282.650000,95,97650,-2570
7149,20200229030000,282.650000,88,99040,-1790
7190,20200229030000,281.150000,75,98920,-1090
7481,20200229030000,283.850000,69,98150,-1140
7630,20200229030000,284.150000,89,99020,-1320
7690,20200229030000,281.650000,58,101470,960
7015,20200229060000,281.650000,84,98690,-2460
7110,20200229060000,279.350000,94,97870,-2080
7149,20200229060000,282.150000,85,98510,-2320
7190,20200229060000,280.550000,77,98580,-1700
7481,20200229060000,284.250000,53,97890,-1470
7630,20200229060000,283.050000,90,98790,-1620
7690,20200229060000,281.250000,60,101400,350
7015,20200229090000,283.450000,74,98190,-2880
7110,20200229090000,278.650000,81,98290,-1580
7149,20200229090000,284.950000,66,98140,-2670
7190,20200229090000,282.750000,74,98270,-2120
7481,20200229090000,285.150000,60,97750,-1630
7630,20200229090000,286.950000,77,98750,-1700
7690,20200229090000,283.850000,53,101320,-100
7015,20200229120000,280.550000,83,98270,-2530
7110,20200229120000,281.950000,65,98380,-1350
7149,20200229120000,281.650000,85,98460,-2050
7190,20200229120000,288.350000,57,98000,-2270
7481,20200229120000,286.750000,64,97640,-1570
7630,20200229120000,289.950000,64,98930,-1400
7690,20200229120000,284.750000,52,101220,-310
7015,20200229150000,282.350000,57,98600,-1680
7110,20200229150000,281.450000,72,98420,-1040
7149,20200229150000,283.550000,54,98630,-1530
7190,20200229150000,287.250000,64,97870,-2080
7481,20200229150000,284.650000,81,97590,-1390
7630,20200229150000,285.550000,71,99150,-960
7690,20200229150000,285.650000,54,100970,-600
7015,20200229180000,280.850000,59,98820,-1120
7110,20200229180000,278.850000,84,98490,-690
7149,20200229180000,280.950000,74,98780,-1110
7190,20200229180000,282.550000,71,98290,-1440
7481,20200229180000,284.450000,83,97780,-1120
7630,20200229180000,283.450000,82,99260,-690
7690,20200229180000,284.550000,67,100870,-760
7015,20200229210000,277.850000,80,98890,-860
7110,20200229210000,278.250000,82,98560,-280
7149,20200229210000,279.650000,81,98940,-750
7190,20200229210000,279.650000,83,98520,-960
7481,20200229210000,284.050000,77,97880,-860
7630,20200229210000,282.650000,90,99400,-320
7690,20200229210000,284.150000,73,100790,-900
7015,20200301000000,278.250000,77,98860,-600
7110,20200301000000,279.350000,81,98610,290
7149,20200301000000,279.950000,79,98900,-570
7190,20200301000000,280.350000,80,98560,-640
7481,20200301000000,283.650000,78,97960,-520
7630,20200301000000,282.250000,87,99370,-20
7690,20200301000000,284.150000,78,100610,-1040
7015,20200301030000,278.650000,79,98780,-370
7110,20200301030000,278.050000,88,98480,830
7149,20200301030000,280.050000,82,98820,-220
7190,20200301030000,281.150000,70,98490,-430
7481,20200301030000,282.850000,84,97870,-280
7630,20200301030000,281.650000,87,99170,150
7690,20200301030000,284.550000,72,100410,-1060
7015,20200301060000,278.150000,81,98820,130
7110,20200301060000,279.650000,77,98260,390
7149,20200301060000,278.950000,79,98830,320
7190,20200301060000,280.050000,78,98450,-130
7481,20200301060000,281.750000,83,97820,-70
7630,20200301060000,278.650000,91,99030,240
7690,20200301060000,284.350000,74,100300,-1100
7015,20200301090000,279.350000,76,98910,720
7110,20200301090000,279.750000,84,98320,30
7149,20200301090000,281.050000,82,98750,610
7190,20200301090000,282.150000,75,98390,120
7481,20200301090000,284.450000,65,97680,-70
7630,20200301090000,285.050000,66,98900,150
7690,20200301090000,284.950000,80,100400,-920
7015,20200301120000,282.250000,61,98820,550
7110,20200301120000,282.850000,66,98450,70
7149,20200301120000,280.850000,90,98460,0
7190,20200301120000,285.750000,54,98250,250
7481,20200301120000,286.550000,49,97450,-190
7630,20200301120000,287.550000,64,98830,-100
7690,20200301120000,286.750000,79,100270,-950
7015,20200301150000,281.650000,65,98640,40
7110,20200301150000,282.950000,65,98380,-40
7149,20200301150000,281.150000,95,97920,-710
7190,20200301150000,287.050000,50,97810,-60
7481,20200301150000,285.150000,63,97270,-320
7630,20200301150000,287.550000,63,98850,-300
7690,20200301150000,289.450000,54,100030,-940
7015,20200301180000,279.050000,87,98670,-150
7110,20200301180000,281.250000,84,98040,-450
7149,20200301180000,277.150000,93,98640,-140
7190,20200301180000,284.150000,67,97670,-620
7481,20200301180000,284.150000,64,97620,-160
7630,20200301180000,285.350000,62,99020,-240
7690,20200301180000,287.650000,60,100110,-760
7015,20200301210000,278.050000,87,98820,-70
7110,20200301210000,281.750000,89,97820,-740
7149,20200301210000,277.750000,92,98720,-220
7190,20200301210000,279.750000,75,98150,-370
7481,20200301210000,282.350000,59,97700,-180
7630,20200301210000,283.250000,73,98830,-570
7690,20200301210000,286.750000,61,100240,-550
7015,20200302000000,277.650000,86,98710,-150
7110,20200302000000,280.350000,87,97590,-1020
7149,20200302000000,278.450000,92,98430,-470
7190,20200302000000,278.950000,75,98260,-300
7481,20200302000000,280.650000,76,97420,-540
7630,20200302000000,283.550000,74,98310,-1060
7690,20200302000000,285.050000,55,100190,-420
7015,20200302030000,278.050000,91,98360,-420
7110,20200302030000,278.950000,92,97480,-1000
7149,20200302030000,279.250000,95,98000,-820
7190,20200302030000,277.750000,86,98030,-460
7481,20200302030000,281.250000,85,96920,-950
7630,20200302030000,283.050000,78,97510,-1660
7690,20200302030000,284.250000,65,100100,-310
7015,20200302060000,278.950000,93,98170,-650
7110,20200302060000,278.950000,88,97810,-450
7149,20200302060000,279.650000,95,97790,-1040
7190,20200302060000,275.250000,95,97670,-780
7481,20200302060000,280.850000,86,96440,-1380
7630,20200302060000,283.650000,81,96740,-2290
7690,20200302060000,282.350000,86,99730,-570
7015,20200302090000,279.850000,97,98140,-770
7110,20200302090000,279.850000,82,98280,-40
7149,20200302090000,279.650000,96,97740,-1010
7190,20200302090000,279.250000,85,97470,-920
7481,20200302090000,282.050000,82,95910,-1770
7630,20200302090000,282.650000,88,97690,-1210
7690,20200302090000,282.050000,92,99230,-1170
7015,20200302120000,280.950000,88,98200,-620
7110,20200302120000,281.350000,68,98690,240
7149,20200302120000,280.950000,88,97800,-660
7190,20200302120000,279.150000,92,97180,-1070
7481,20200302120000,282.650000,94,96000,-1450
7630,20200302120000,285.150000,62,98160,-670
7690,20200302120000,285.550000,98,98710,-1560
7015,20200302150000,281.050000,88,98400,-240
7110,20200302150000,281.450000,68,98950,570
7149,20200302150000,281.550000,83,98110,190
7190,20200302150000,279.850000,97,97090,-720
7481,20200302150000,281.050000,80,96560,-710
7630,20200302150000,281.550000,83,98500,-350
7690,20200302150000,283.950000,82,98560,-1470
7015,20200302180000,279.050000,79,98910,240
7110,20200302180000,279.750000,75,99160,1120
7149,20200302180000,279.750000,75,98700,60
7190,20200302180000,279.250000,97,97370,-300
7481,20200302180000,280.950000,75,96980,-640
7630,20200302180000,280.450000,74,98930,-90
7690,20200302180000,284.650000,74,98510,-1600
7015,20200302210000,276.350000,89,99150,330
7110,20200302210000,278.150000,89,99320,1500
7149,20200302210000,277.750000,78,99060,340
7190,20200302210000,278.850000,97,97660,-490
7481,20200302210000,280.050000,75,97380,-320
7630,20200302210000,279.450000,82,99340,510
7690,20200302210000,285.350000,77,98880,-1360
7015,20200303000000,276.150000,83,99390,680
7110,20200303000000,276.650000,89,99330,1740
7149,20200303000000,276.650000,84,99290,860
7190,20200303000000,279.150000,91,98010,-250
7481,20200303000000,278.950000,78,97760,340
7630,20200303000000,278.650000,83,99500,1190
7690,20200303000000,280.650000,86,99020,-1170
7015,20200303030000,275.650000,87,99510,1150
7110,20200303030000,278.150000,84,99230,1750
7149,20200303030000,275.550000,90,99350,1350
7190,20200303030000,278.550000,75,98460,430
7481,20200303030000,278.350000,76,98010,1090
7630,20200303030000,278.750000,86,99470,1960
7690,20200303030000,279.850000,82,99210,-890
7015,20200303060000,274.350000,93,99610,1440
7110,20200303060000,277.650000,90,99030,1220
7149,20200303060000,274.850000,93,99380,1590
7190,20200303060000,276.050000,86,98740,1070
7481,20200303060000,276.650000,85,98050,1610
7630,20200303060000,278.750000,86,99390,2650
7690,20200303060000,280.650000,63,99500,-230
7015,20200303090000,277.650000,86,99660,1520
