numer_sta,date,t,u,pres,tend24
7690,20200609060000,290.750000,68,100470,120
7015,20200609090000,287.550000,61,101420,400
7110,20200609090000,290.350000,61,101000,320
7149,20200609090000,286.850000,71,100880,360
7190,20200609090000,288.450000,81,99730,160
7481,20200609090000,285.950000,90,98640,250
7630,20200609090000,286.950000,91,100090,280
7690,20200609090000,294.350000,66,100480,110
7015,20200609120000,288.850000,55,101410,350
7110,20200609120000,290.850000,60,101010,270
7149,20200609120000,288.750000,60,100840,340
7190,20200609120000,288.750000,76,99740,240
7481,20200609120000,286.450000,92,98690,400
7630,20200609120000,288.250000,85,100040,200
7690,20200609120000,294.150000,60,100640,280
7015,20200609150000,289.350000,54,101360,190
7110,20200609150000,289.750000,60,100960,220
7149,20200609150000,290.650000,52,100750,250
7190,20200609150000,290.050000,67,99680,230
7481,20200609150000,285.050000,89,98700,410
7630,20200609150000,291.450000,63,99980,260
7690,20200609150000,294.750000,49,100630,310
7015,20200609180000,288.850000,51,101330,130
7110,20200609180000,288.850000,66,100940,140
7149,20200609180000,290.850000,54,100690,140
7190,20200609180000,289.250000,85,99680,240
7481,20200609180000,286.050000,95,98690,340
7630,20200609180000,289.950000,71,99990,120
7690,20200609180000,292.950000,62,100670,410
7015,20200609210000,285.950000,58,101400,70
7110,20200609210000,285.450000,89,100990,50
7149,20200609210000,288.050000,65,100830,70
7190,20200609210000,287.750000,93,99740,160
7481,20200609210000,286.050000,90,98760,200
7630,20200609210000,286.950000,82,100140,160
7690,20200609210000,290.250000,70,100780,380
7015,20200610000000,282.250000,75,101330,-10
7110,20200610000000,284.250000,95,100920,-60
7149,20200610000000,284.150000,80,100800,20
7190,20200610000000,287.650000,84,99710,130
7481,20200610000000,285.950000,92,98730,200
7630,20200610000000,286.450000,84,100110,70
7690,20200610000000,289.350000,77,100790,350
7015,20200610030000,279.650000,88,101260,-10
7110,20200610030000,284.050000,96,100820,-140
7149,20200610030000,282.850000,86,100720,-10
7190,20200610030000,287.050000,83,99640,100
7481,20200610030000,285.850000,90,98640,170
7630,20200610030000,285.650000,90,100030,50
7690,20200610030000,288.650000,76,100680,290
7015,20200610060000,283.850000,76,101200,-140
7110,20200610060000,284.650000,95,100740,-240
7149,20200610060000,285.750000,78,100690,-120
7190,20200610060000,287.750000,82,99640,0
7481,20200610060000,286.350000,87,98650,90
7630,20200610060000,286.450000,90,100080,50
7690,20200610060000,290.150000,68,100660,190
7015,20200610090000,289.750000,50,101120,-300
7110,20200610090000,285.550000,88,100680,-320
7149,20200610090000,289.850000,56,100620,-260
7190,20200610090000,289.450000,72,99620,-110
7481,20200610090000,286.850000,89,98660,20
7630,20200610090000,290.850000,61,100050,-40
7690,20200610090000,293.250000,66,100710,230
7015,20200610120000,291.850000,44,101000,-410
7110,20200610120000,287.150000,77,100560,-450
7149,20200610120000,291.550000,44,100500,-340
7190,20200610120000,291.350000,70,99560,-180
7481,20200610120000,288.450000,79,98620,-70
7630,20200610120000,293.250000,49,99940,-100
7690,20200610120000,292.750000,71,100720,80
7015,20200610150000,291.750000,45,100860,-500
7110,20200610150000,289.750000,67,100390,-570
7149,20200610150000,293.750000,41,100340,-410
7190,20200610150000,291.250000,70,99470,-210
7481,20200610150000,289.450000,73,98520,-180
7630,20200610150000,293.250000,46,99800,-180
7690,20200610150000,292.450000,65,100750,120
7015,20200610180000,291.050000,50,100770,-560
7110,20200610180000,287.150000,72,100170,-770
7149,20200610180000,290.650000,55,100280,-410
7190,20200610180000,289.450000,81,99450,-230
7481,20200610180000,289.750000,75,98460,-230
7630,20200610180000,291.750000,53,99730,-260
7690,20200610180000,293.350000,64,100620,-50
7015,20200610210000,287.050000,78,100780,-620
7110,20200610210000,285.650000,80,99930,-1060
7149,20200610210000,286.750000,81,100330,-500
7190,20200610210000,288.350000,84,99480,-260
7481,20200610210000,287.950000,83,98510,-250
7630,20200610210000,289.450000,67,99730,-410
7690,20200610210000,289.650000,81,100700,-80
7015,20200611000000,286.350000,82,100700,-630
7110,20200611000000,283.850000,91,99530,-1390
7149,20200611000000,285.650000,87,100200,-600
7190,20200611000000,287.750000,89,99380,-330
7481,20200611000000,287.050000,88,98360,-370
7630,20200611000000,287.450000,84,99620,-490
7690,20200611000000,288.450000,83,100640,-150
7015,20200611030000,286.550000,82,100590,-670
7110,20200611030000,282.150000,93,99030,-1790
7149,20200611030000,285.450000,90,100020,-700
7190,20200611030000,287.250000,94,99270,-370
7481,20200611030000,284.650000,95,98190,-450
7630,20200611030000,285.750000,94,99340,-690
7690,20200611030000,287.850000,81,100600,-80
7015,20200611060000,287.250000,87,100530,-670
7110,20200611060000,283.350000,97,98590,-2150
7149,20200611060000,286.650000,87,99940,-750
7190,20200611060000,288.350000,87,99270,-370
7481,20200611060000,286.650000,88,98170,-480
7630,20200611060000,286.950000,88,99140,-940
7690,20200611060000,289.650000,71,100640,-20
7015,20200611090000,291.050000,76,100490,-630
7110,20200611090000,285.550000,91,98410,-2270
7149,20200611090000,291.750000,56,99840,-780
7190,20200611090000,291.150000,65,99180,-440
7481,20200611090000,289.650000,73,98050,-610
7630,20200611090000,288.450000,84,98960,-1090
7690,20200611090000,293.750000,67,100600,-110
7015,20200611120000,292.850000,64,100370,-630
7110,20200611120000,288.450000,73,98710,-1850
7149,20200611120000,294.850000,49,99680,-820
7190,20200611120000,293.050000,61,99130,-430
7481,20200611120000,293.650000,51,97930,-690
7630,20200611120000,293.350000,56,98760,-1180
7690,20200611120000,292.850000,70,100670,-50
7015,20200611150000,293.150000,60,100260,-600
7110,20200611150000,286.850000,85,99080,-1310
7149,20200611150000,295.450000,45,99530,-810
7190,20200611150000,294.150000,58,99040,-430
7481,20200611150000,296.150000,37,97740,-780
7630,20200611150000,293.350000,62,98680,-1120
7690,20200611150000,294.550000,61,100690,-60
7015,20200611180000,292.350000,69,100210,-560
7110,20200611180000,286.550000,89,99160,-1010
7149,20200611180000,293.950000,55,99450,-830
7190,20200611180000,292.950000,63,99000,-450
7481,20200611180000,294.350000,47,97770,-690
7630,20200611180000,291.950000,66,98480,-1250
7690,20200611180000,293.250000,65,100730,110
7015,20200611210000,289.950000,65,100250,-530
7110,20200611210000,284.850000,95,99250,-680
7149,20200611210000,288.250000,92,99610,-720
7190,20200611210000,289.250000,80,99090,-390
7481,20200611210000,292.250000,55,97860,-650
7630,20200611210000,285.250000,93,98710,-1020
7690,20200611210000,291.550000,70,100860,160
7015,20200612000000,288.050000,77,100230,-470
7110,20200612000000,285.750000,94,99210,-320
7149,20200612000000,287.350000,95,99430,-770
7190,20200612000000,286.750000,93,99080,-300
7481,20200612000000,290.350000,68,97700,-660
7630,20200612000000,285.350000,91,98720,-900
7690,20200612000000,290.450000,74,100820,180
7015,20200612030000,286.550000,84,100060,-530
7110,20200612030000,285.750000,95,99070,40
7149,20200612030000,287.450000,94,99260,-760
7190,20200612030000,285.050000,97,98970,-300
7481,20200612030000,289.150000,77,97590,-600
7630,20200612030000,284.650000,95,98570,-770
7690,20200612030000,291.250000,71,100820,220
7015,20200612060000,288.950000,77,99990,-540
7110,20200612060000,286.050000,96,98960,370
7149,20200612060000,287.850000,93,99170,-770
7190,20200612060000,289.050000,83,98900,-370
7481,20200612060000,288.450000,87,97550,-620
7630,20200612060000,285.850000,88,98450,-690
7690,20200612060000,293.350000,62,100830,190
7015,20200612090000,291.350000,69,99980,-510
7110,20200612090000,285.450000,96,98880,470
7149,20200612090000,288.550000,92,99160,-680
7190,20200612090000,295.450000,60,98810,-370
7481,20200612090000,293.550000,61,97530,-520
7630,20200612090000,291.050000,72,98500,-460
7690,20200612090000,294.950000,62,100860,260
7015,20200612120000,291.650000,76,99920,-450
7110,20200612120000,287.750000,76,98790,80
7149,20200612120000,291.250000,69,99290,-390
7190,20200612120000,299.950000,47,98660,-470
7481,20200612120000,291.850000,78,97630,-300
7630,20200612120000,293.950000,55,98540,-220
7690,20200612120000,294.650000,74,100830,160
7015,20200612150000,292.050000,63,99970,-290
7110,20200612150000,286.550000,92,98810,-270
7149,20200612150000,292.450000,64,99310,-220
7190,20200612150000,302.550000,34,98550,-490
7481,20200612150000,292.850000,80,97620,-120
7630,20200612150000,294.350000,51,98580,-100
7690,20200612150000,294.950000,75,100800,110
7015,20200612180000,293.350000,67,99940,-270
7110,20200612180000,288.450000,81,98810,-350
7149,20200612180000,292.750000,65,99300,-150
7190,20200612180000,299.650000,41,98580,-420
7481,20200612180000,288.450000,91,97860,90
7630,20200612180000,295.050000,49,98650,170
7690,20200612180000,294.050000,78,100740,10
7015,20200612210000,289.750000,77,100070,-180
7110,20200612210000,285.850000,89,98950,-300
7149,20200612210000,288.250000,81,99530,-80
7190,20200612210000,292.850000,63,98950,-140
7481,20200612210000,287.250000,94,98070,210
7630,20200612210000,291.950000,66,98850,140
7690,20200612210000,293.950000,77,100910,50
7015,20200613000000,287.650000,84,100210,-20
7110,20200613000000,282.850000,96,98980,-230
7149,20200613000000,287.250000,86,99630,200
7190,20200613000000,291.650000,68,99200,120
7481,20200613000000,285.950000,97,98130,430
7630,20200613000000,286.050000,95,99080,360
7690,20200613000000,294.150000,70,100880,60
7015,20200613030000,286.250000,88,100210,150
7110,20200613030000,284.350000,95,99000,-70
7149,20200613030000,285.250000,95,99710,450
7190,20200613030000,287.650000,86,99290,320
7481,20200613030000,285.950000,100,98170,580
7630,20200613030000,285.550000,97,99160,590
7690,20200613030000,293.950000,73,100880,60
7015,20200613060000,288.950000,81,100340,350
7110,20200613060000,284.750000,96,99100,140
7149,20200613060000,287.350000,90,99840,670
7190,20200613060000,289.850000,83,99410,510
7481,20200613060000,286.050000,100,98300,750
7630,20200613060000,286.850000,96,99300,850
7690,20200613060000,294.050000,64,100860,30
7015,20200613090000,292.950000,65,100450,470
7110,20200613090000,287.550000,88,99230,350
7149,20200613090000,292.850000,68,99910,750
7190,20200613090000,294.550000,67,99430,620
7481,20200613090000,289.450000,81,98370,840
7630,20200613090000,292.650000,64,99550,1050
7690,20200613090000,292.150000,92,100840,-20
7015,20200613120000,296.650000,48,100460,540
7110,20200613120000,290.350000,65,99340,550
7149,20200613120000,294.650000,52,99940,650
7190,20200613120000,297.750000,51,99370,710
7481,20200613120000,291.350000,69,98400,770
7630,20200613120000,292.950000,59,99660,1120
7690,20200613120000,293.850000,90,100790,-40
7015,20200613150000,298.250000,43,100420,450
7110,20200613150000,287.650000,83,99500,690
7149,20200613150000,295.550000,45,99970,660
7190,20200613150000,298.050000,49,99300,750
7481,20200613150000,292.750000,65,98450,830
7630,20200613150000,295.050000,47,99710,1130
7690,20200613150000,293.950000,64,100780,-20
7015,20200613180000,297.750000,42,100490,550
7110,20200613180000,290.450000,69,99590,780
7149,20200613180000,293.550000,53,100120,820
7190,20200613180000,295.950000,54,99350,770
7481,20200613180000,289.050000,77,98710,850
7630,20200613180000,293.550000,51,99870,1220
7690,20200613180000,293.150000,77,100760,20
7015,20200613210000,292.850000,60,100670,600
7110,20200613210000,287.250000,83,99800,850
7149,20200613210000,291.150000,67,100310,780
7190,20200613210000,290.550000,81,99600,650
7481,20200613210000,287.250000,93,98810,740
7630,20200613210000,289.450000,80,100080,1230
7690,20200613210000,291.350000,85,100840,-70
7015,20200614000000,290.450000,65,100790,580
7110,20200614000000,284.050000,95,99900,920
7149,20200614000000,288.250000,84,100470,840
7190,20200614000000,289.350000,88,99640,440
7481,20200614000000,287.150000,93,98890,760
7630,20200614000000,286.550000,89,100130,1050
7690,20200614000000,289.950000,82,100850,-30
7015,20200614030000,286.750000,80,100830,620
7110,20200614030000,284.250000,97,99940,940
7149,20200614030000,286.350000,91,100520,810
7190,20200614030000,288.650000,88,99670,380
7481,20200614030000,287.250000,94,98920,750
7630,20200614030000,285.150000,92,100100,940
7690,20200614030000,289.050000,75,100780,-100
7015,20200614060000,288.150000,80,100910,570
7110,20200614060000,286.250000,97,100050,950
7149,20200614060000,287.450000,87,100610,770
7190,20200614060000,290.950000,73,99750,340
7481,20200614060000,288.850000,81,98990,690
7630,20200614060000,287.450000,80,100200,900
7690,20200614060000,291.050000,65,100830,-30
7015,20200614090000,293.050000,57,101020,570
7110,20200614090000,290.150000,73,100170,940
7149,20200614090000,290.650000,71,100640,730
7190,20200614090000,291.450000,82,99900,470
7481,20200614090000,291.350000,65,99010,640
7630,20200614090000,292.150000,59,100270,720
7690,20200614090000,293.850000,74,100850,10
7015,20200614120000,295.550000,48,101020,560
7110,20200614120000,289.350000,73,100280,940
7149,20200614120000,292.650000,61,100630,690
7190,20200614120000,293.350000,62,99910,540
7481,20200614120000,293.350000,57,98950,550
7630,20200614120000,294.550000,50,100180,520
7690,20200614120000,294.850000,68,100910,120
7015,20200614150000,295.850000,48,100990,570
7110,20200614150000,291.450000,66,100330,830
7149,20200614150000,294.050000,58,100550,580
7190,20200614150000,291.750000,76,99910,610
7481,20200614150000,295.050000,48,98870,420
7630,20200614150000,296.050000,47,100090,380
7690,20200614150000,294.950000,72,100860,80
7015,20200614180000,295.250000,48,101010,520
7110,20200614180000,288.750000,79,100410,820
7149,20200614180000,292.450000,62,100580,460
7190,20200614180000,291.350000,83,99910,560
7481,20200614180000,294.750000,48,98860,150
7630,20200614180000,295.150000,49,100110,240
7690,20200614180000,294.550000,75,100820,60
7015,20200614210000,291.950000,65,101090,420
7110,20200614210000,286.850000,84,100520,720
7149,20200614210000,290.450000,72,100690,380
7190,20200614210000,289.450000,94,99980,380
7481,20200614210000,290.150000,72,99000,190
7630,20200614210000,289.550000,90,100330,250
7690,20200614210000,294.050000,80,100940,100
7015,20200615000000,289.150000,80,101090,300
7110,20200615000000,285.850000,92,100500,600
7149,20200615000000,287.850000,89,100730,260
7190,20200615000000,288.350000,97,100000,360
7481,20200615000000,287.950000,80,99080,190
7630,20200615000000,289.350000,92,100370,240
7690,20200615000000,291.450000,76,100970,120
7015,20200615030000,286.350000,87,101060,230
7110,20200615030000,286.050000,91,100410,470
7149,20200615030000,286.650000,94,100710,190
7190,20200615030000,286.650000,96,100000,330
7481,20200615030000,286.750000,88,99070,150
7630,20200615030000,288.050000,84,100380,280
7690,20200615030000,291.150000,73,100950,170
7015,20200615060000,288.850000,82,101110,200
7110,20200615060000,285.850000,93,100410,360
7149,20200615060000,288.350000,85,100770,160
7190,20200615060000,288.350000,91,100040,290
7481,20200615060000,289.150000,79,99130,140
7630,20200615060000,288.450000,83,100450,250
7690,20200615060000,292.150000,69,100990,160
7015,20200615090000,294.450000,62,101160,140
7110,20200615090000,289.250000,88,100430,260
7149,20200615090000,291.450000,73,100820,180
7190,20200615090000,294.050000,61,100080,180
7481,20200615090000,292.650000,65,99140,130
7630,20200615090000,292.450000,67,100440,170
7690,20200615090000,294.950000,73,101060,210
7015,20200615120000,296.250000,49,101150,130
7110,20200615120000,290.750000,73,100470,190
7149,20200615120000,294.850000,52,100780,150
7190,20200615120000,294.850000,56,100030,120
7481,20200615120000,294.650000,52,99080,130
7630,20200615120000,294.350000,55,100370,190
7690,20200615120000,295.350000,74,101060,150
7015,20200615150000,297.350000,45,101100,110
7110,20200615150000,289.450000,81,100440,110
7149,20200615150000,295.150000,52,100700,150
7190,20200615150000,295.550000,54,99960,50
7481,20200615150000,295.250000,49,98990,120
7630,20200615150000,296.250000,49,100290,200
7690,20200615150000,295.850000,72,100980,120
7015,20200615180000,295.850000,50,101080,70
7110,20200615180000,288.850000,81,100400,-10
7149,20200615180000,292.050000,71,100720,140
7190,20200615180000,294.150000,62,99980,70
7481,20200615180000,295.450000,46,98980,120
7630,20200615180000,294.550000,55,100280,170
7690,20200615180000,295.050000,74,100970,150
7015,20200615210000,291.550000,71,101110,20
7110,20200615210000,287.150000,95,100410,-110
7149,20200615210000,288.750000,88,100750,60
7190,20200615210000,290.950000,81,100030,50
7481,20200615210000,290.350000,69,99090,90
7630,20200615210000,291.950000,69,100370,40
7690,20200615210000,294.050000,81,101060,120
7015,20200616000000,288.650000,85,101090,0
7110,20200616000000,286.750000,96,100370,-130
7149,20200616000000,287.650000,93,100690,-40
7190,20200616000000,289.850000,85,100020,20
7481,20200616000000,287.950000,75,99070,-10
7630,20200616000000,289.050000,77,100350,-20
7690,20200616000000,291.850000,80,101030,60
7015,20200616030000,286.450000,89,101020,-40
7110,20200616030000,285.550000,97,100260,-150
7149,20200616030000,286.450000,96,100660,-50
7190,20200616030000,289.150000,87,99960,-40
7481,20200616030000,286.450000,84,98990,-80
7630,20200616030000,287.950000,81,100270,-110
7690,20200616030000,291.050000,79,101010,60
7015,20200616060000,289.050000,80,101050,-60
7110,20200616060000,286.450000,97,100240,-170
7149,20200616060000,288.050000,90,100660,-110
7190,20200616060000,289.950000,87,99960,-80
7481,20200616060000,289.250000,77,98980,-150
7630,20200616060000,288.650000,79,100250,-200
7690,20200616060000,293.050000,68,101030,40
7015,20200616090000,294.250000,60,101020,-140
7110,20200616090000,289.450000,77,100240,-190
7149,20200616090000,290.050000,80,100670,-150
7190,20200616090000,292.250000,76,99930,-150
7481,20200616090000,292.450000,63,98900,-240
7630,20200616090000,292.450000,66,100160,-280
7690,20200616090000,294.750000,77,101040,-20
7015,20200616120000,295.550000,50,100940,-210
7110,20200616120000,287.450000,86,100240,-230
7149,20200616120000,294.750000,57,100500,-280
7190,20200616120000,295.550000,54,99770,-260
7481,20200616120000,294.650000,54,98730,-350
7630,20200616120000,294.050000,57,100020,-350
7690,20200616120000,296.350000,74,100930,-130
7015,20200616150000,295.750000,52,100800,-300
7110,20200616150000,289.050000,82,100200,-240
7149,20200616150000,291.750000,72,100390,-310
7190,20200616150000,297.750000,48,99660,-300
7481,20200616150000,296.550000,46,98560,-430
7630,20200616150000,294.550000,57,99870,-420
7690,20200616150000,295.350000,79,100890,-90
7015,20200616180000,293.250000,71,100760,-320
7110,20200616180000,288.550000,85,100200,-200
7149,20200616180000,292.850000,64,100280,-440
7190,20200616180000,294.650000,57,99580,-400
7481,20200616180000,295.650000,49,98460,-520
7630,20200616180000,290.150000,87,100000,-280
7690,20200616180000,294.350000,78,100810,-160
7015,20200616210000,290.550000,77,100790,-320
7110,20200616210000,286.250000,93,100280,-130
7149,20200616210000,289.050000,74,100360,-390
7190,20200616210000,292.150000,78,99610,-420
7481,20200616210000,290.250000,72,98640,-450
7630,20200616210000,288.250000,91,100100,-270
7690,20200616210000,294.150000,68,100870,-190
7015,20200617000000,288.250000,81,100770,-320
7110,20200617000000,284.650000,97,100290,-80
7149,20200617000000,287.150000,86,100360,-330
7190,20200617000000,290.250000,86,99580,-440
7481,20200617000000,288.750000,77,98650,-420
7630,20200617000000,287.550000,89,100080,-270
7690,20200617000000,293.350000,74,100820,-210
7015,20200617030000,287.350000,87,100650,-370
7110,20200617030000,284.950000,98,100180,-80
7149,20200617030000,286.850000,94,100260,-400
7190,20200617030000,288.350000,92,99440,-520
7481,20200617030000,287.650000,82,98610,-380
7630,20200617030000,285.650000,94,99970,-300
7690,20200617030000,291.850000,78,100750,-260
7015,20200617060000,290.750000,82,100710,-340
7110,20200617060000,285.550000,98,100190,-50
7149,20200617060000,287.650000,91,100280,-380
7190,20200617060000,290.050000,88,99420,-540
7481,20200617060000,287.750000,84,98670,-310
7630,20200617060000,286.850000,90,100000,-250
7690,20200617060000,292.350000,71,100770,-260
7015,20200617090000,296.150000,55,100680,-340
7110,20200617090000,288.550000,89,100230,-10
7149,20200617090000,291.050000,74,100300,-370
7190,20200617090000,292.150000,80,99370,-560
7481,20200617090000,290.650000,68,98660,-240
7630,20200617090000,291.550000,67,99960,-200
7690,20200617090000,295.950000,66,100780,-260
7015,20200617120000,293.250000,65,100600,-340
7110,20200617120000,288.650000,85,100220,-20
7149,20200617120000,292.350000,66,100260,-240
7190,20200617120000,292.650000,82,99280,-490
7481,20200617120000,292.750000,61,98600,-130
7630,20200617120000,293.850000,58,99880,-140
7690,20200617120000,296.250000,66,100730,-200
7015,20200617150000,291.650000,72,100690,-110
7110,20200617150000,288.050000,91,100210,10
7149,20200617150000,293.750000,57,100190,-200
7190,20200617150000,289.250000,91,99420,-240
7481,20200617150000,293.250000,53,98530,-30
7630,20200617150000,295.550000,44,99830,-40
7690,20200617150000,296.850000,72,100580,-310
7015,20200617180000,289.550000,93,100640,-120
7110,20200617180000,288.650000,82,100150,-50
7149,20200617180000,292.150000,66,100140,-140
7190,20200617180000,289.150000,81,99510,-70
7481,20200617180000,293.650000,54,98500,40
7630,20200617180000,292.650000,53,99870,-130
7690,20200617180000,295.650000,73,100630,-180
7015,20200617210000,288.850000,95,100640,-150
7110,20200617210000,287.050000,95,100210,-70
7149,20200617210000,289.550000,77,100190,-170
7190,20200617210000,287.250000,89,99590,-20
7481,20200617210000,289.650000,74,98650,10
7630,20200617210000,290.250000,71,99990,-110
7690,20200617210000,294.450000,76,100840,-30
7015,20200618000000,287.550000,96,100600,-170
7110,20200618000000,286.550000,97,100160,-130
7149,20200618000000,288.850000,82,100150,-210
7190,20200618000000,284.150000,98,99600,20
7481,20200618000000,287.450000,85,98670,20
7630,20200618000000,287.750000,80,99980,-100
7690,20200618000000,291.850000,78,100880,60
7015,20200618030000,287.850000,98,100460,-190
7110,20200618030000,286.450000,97,100070,-110
7149,20200618030000,286.750000,86,100100,-160
7190,20200618030000,283.150000,99,99560,120
7481,20200618030000,285.650000,88,98640,30
7630,20200618030000,285.750000,88,99860,-110
7690,20200618030000,290.150000,76,100870,120
7015,20200618060000,287.950000,96,100490,-220
7110,20200618060000,286.350000,97,100050,-140
7149,20200618060000,287.050000,84,100150,-130
7190,20200618060000,286.750000,98,99610,190
7481,20200618060000,287.750000,84,98640,-30
7630,20200618060000,286.850000,88,99870,-130
7690,20200618060000,291.550000,64,100900,130
7015,20200618090000,291.250000,76,100540,-140
7110,20200618090000,287.350000,95,100090,-140
7149,20200618090000,290.950000,67,100220,-80
7190,20200618090000,293.350000,63,99630,260
7481,20200618090000,291.450000,66,98690,30
7630,20200618090000,290.750000,65,99930,-30
7690,20200618090000,294.950000,66,100960,180
7015,20200618120000,293.150000,65,100550,-50
7110,20200618120000,289.350000,83,100110,-110
7149,20200618120000,288.950000,82,100240,-20
7190,20200618120000,295.750000,55,99590,310
7481,20200618120000,294.650000,48,98610,10
7630,20200618120000,292.850000,61,99930,50
7690,20200618120000,296.050000,66,100990,260
7015,20200618150000,292.550000,70,100620,-70
7110,20200618150000,289.450000,83,100150,-60
7149,20200618150000,294.350000,57,100200,10
7190,20200618150000,296.850000,47,99510,90
7481,20200618150000,295.750000,47,98530,0
7630,20200618150000,294.450000,51,99890,60
7690,20200618150000,296.950000,61,100870,290
7015,20200618180000,292.650000,64,100640,0
7110,20200618180000,288.250000,87,100190,40
7149,20200618180000,291.850000,66,100250,110
7190,20200618180000,294.650000,56,99540,30
7481,20200618180000,290.650000,63,98610,110
7630,20200618180000,293.250000,58,99910,40
7690,20200618180000,295.650000,68,100820,190
7015,20200618210000,289.850000,77,100760,120
7110,20200618210000,286.750000,94,100350,140
7149,20200618210000,289.150000,75,100420,230
7190,20200618210000,289.550000,82,99720,130
7481,20200618210000,287.650000,91,98880,230
7630,20200618210000,290.050000,68,100070,80
7690,20200618210000,294.350000,59,101010,170
7015,20200619000000,287.250000,90,100830,230
7110,20200619000000,285.550000,95,100410,250
7149,20200619000000,287.150000,86,100520,370
7190,20200619000000,288.150000,88,99820,220
7481,20200619000000,287.350000,90,98960,290
7630,20200619000000,287.650000,81,100140,160
7690,20200619000000,291.850000,68,101060,180
7015,20200619030000,285.350000,92,100860,400
7110,20200619030000,285.550000,95,100410,340
7149,20200619030000,285.250000,93,100560,460
7190,20200619030000,285.750000,96,99850,290
7481,20200619030000,287.250000,93,98970,330
7630,20200619030000,287.750000,79,100160,300
7690,20200619030000,290.650000,68,101110,240
7015,20200619060000,286.550000,92,100980,490
7110,20200619060000,285.750000,90,100510,460
7149,20200619060000,287.850000,84,100650,500
7190,20200619060000,287.650000,92,99950,340
7481,20200619060000,287.750000,92,99060,420
7630,20200619060000,288.350000,79,100240,370
7690,20200619060000,292.650000,57,101170,270
7015,20200619090000,291.350000,67,101070,530
7110,20200619090000,287.950000,78,100600,510
7149,20200619090000,291.050000,67,100730,510
7190,20200619090000,292.050000,67,100020,390
7481,20200619090000,289.650000,76,99100,410
7630,20200619090000,293.050000,59,100220,290
7690,20200619090000,295.250000,71,101160,200
7015,20200619120000,293.650000,56,101130,580
7110,20200619120000,289.650000,78,100680,570
7149,20200619120000,292.250000,63,100840,600
7190,20200619120000,293.950000,63,100040,450
7481,20200619120000,293.350000,57,99090,480
7630,20200619120000,295.450000,46,100210,280
7690,20200619120000,296.250000,71,101140,150
7015,20200619150000,294.150000,53,101200,580
7110,20200619150000,289.950000,70,100710,560
7149,20200619150000,293.150000,72,100830,630
7190,20200619150000,292.850000,71,100070,560
7481,20200619150000,295.350000,47,99030,500
7630,20200619150000,296.850000,45,100180,290
7690,20200619150000,295.850000,68,101080,210
7015,20200619180000,291.850000,58,101290,650
7110,20200619180000,288.450000,87,100720,530
7149,20200619180000,292.150000,68,100850,600
7190,20200619180000,291.150000,75,100100,560
7481,20200619180000,294.750000,50,99040,430
7630,20200619180000,295.950000,45,100220,310
7690,20200619180000,295.050000,75,101130,310
7015,20200619210000,287.950000,71,101450,690
7110,20200619210000,287.750000,91,100780,430
7149,20200619210000,290.050000,74,100980,560
7190,20200619210000,288.850000,90,100240,520
7481,20200619210000,290.650000,67,99200,320
7630,20200619210000,292.850000,57,100380,310
7690,20200619210000,294.150000,83,101310,300
7015,20200620000000,286.150000,77,101530,700
7110,20200620000000,287.250000,97,100770,360
7149,20200620000000,288.950000,77,101020,500
7190,20200620000000,286.950000,95,100290,470
7481,20200620000000,287.850000,77,99250,290
7630,20200620000000,291.850000,63,100420,280
7690,20200620000000,291.850000,76,101350,290
7015,20200620030000,284.250000,89,101540,680
7110,20200620030000,287.650000,96,100730,320
7149,20200620030000,288.750000,84,101020,460
7190,20200620030000,286.650000,98,100310,460
7481,20200620030000,285.950000,85,99270,300
7630,20200620030000,288.950000,82,100410,250
7690,20200620030000,290.650000,73,101340,230
7015,20200620060000,286.850000,84,101600,620
7110,20200620060000,288.150000,97,100740,230
7149,20200620060000,290.450000,78,101090,440
7190,20200620060000,288.450000,94,100370,420
7481,20200620060000,288.750000,75,99320,260
7630,20200620060000,289.750000,79,100480,240
7690,20200620060000,292.650000,64,101370,200
7015,20200620090000,291.350000,61,101680,610
7110,20200620090000,290.850000,82,100820,220
7149,20200620090000,294.550000,59,101130,400
7190,20200620090000,295.250000,63,100370,350
7481,20200620090000,293.450000,59,99350,250
7630,20200620090000,295.350000,50,100490,270
7690,20200620090000,295.250000,73,101410,250
7015,20200620120000,294.250000,52,101630,500
7110,20200620120000,292.350000,59,100860,180
7149,20200620120000,296.350000,53,101100,260
7190,20200620120000,291.850000,68,100350,310
7481,20200620120000,296.450000,40,99290,200
7630,20200620120000,298.050000,49,100450,240
7690,20200620120000,295.650000,74,101440,300
7015,20200620150000,296.050000,46,101540,340
7110,20200620150000,290.550000,66,100870,160
7149,20200620150000,296.550000,45,101020,190
7190,20200620150000,296.550000,51,100240,170
7481,20200620150000,297.750000,39,99210,180
7630,20200620150000,297.550000,49,100380,200
7690,20200620150000,296.550000,68,101350,270
7015,20200620180000,295.350000,50,101450,160
7110,20200620180000,289.450000,74,100750,30
7149,20200620180000,296.450000,47,100970,120
7190,20200620180000,290.050000,85,100340,240
7481,20200620180000,296.650000,42,99200,160
7630,20200620180000,298.350000,48,100360,140
7690,20200620180000,296.250000,72,101300,170
7015,20200620210000,291.950000,65,101460,10
7110,20200620210000,288.450000,84,100700,-80
7149,20200620210000,291.650000,61,101030,50
7190,20200620210000,288.850000,95,100380,140
7481,20200620210000,292.250000,60,99290,90
7630,20200620210000,294.950000,65,100520,140
